IDENTITE_OPERATEUR;CODE_OPERATEUR;SIRET_ACTEUR;RCS_ACTEUR;ADRESSE_COMPLETE_ACTEUR;ATTRIB_RESS_NUM;DATE_DECLARATION_OPERATEUR
Neotel;NOTL;"434226775 00022";BEZIERS;"ZI CAPISCOL 24 AVENUE JEAN FOUCAULT BP 402 34504 BEZIERS CEDEX";1;24/09/2012
"Net and You";NEYO;"752022418 00020";CUSSET;"LIEU-DIT LA VILETTE 03120 BILLEZOIS";0;20/06/2012
"Net Lyon";NTLY;"501143747 00035";Lyon;"PARC DE LA VILLA MERCEDES 151 ROUTE DE VOURLES 69230 ST GENIS LAVAL";0;01/06/2022
Net-stack;NECK;"833669856 00019";Grasse;"SOPHIA ANTIPOLIS 15 TRAVERSE DES BRUCS 06560 VALBONNE";0;07/06/2018
Netalis;NTLS;"812132512 00029";Besan\xe7on;"BATIMENT LE PULSAR 4 CHEMIN DE L ERMITAGE 25000 BESANCON";1;23/06/2015
Netatwork;NERK;"528906159 00017";Niort;"525 AVENUE LIMOGES 79000 NIORT";0;21/12/2019
Netensia;NETE;"478890510 00017";;"D LE PRISME PARC I BRETAGNE SUD CP35 56038 VANNES CEDEX";1;10/05/2010
Netinov;NTNV;"823292040 00024";Bergerac;"ZA LA VALLADE NORD 2 ROUTE EMILE LHOTELLIER 24100 BERGERAC";0;14/09/2021
Netsyst;NTYT;"535089254 00044";LYON;"33 RUE DE LA REPUBLIQUE 69002 LYON 03";0;29/03/2019
Nettel;NETT;"415267350 00056";Clermont-Ferrand;"10 RUE DES FRERES LUMI\xc8RE 63100 CLERMONT-FERRAND";1;10/10/2012
Netwo;NWOT;"844125229 00014";Paris;"35 RUE DES JEUNEURS 75002 PARIS";1;28/01/2019
"Networth telecom";NETW;"434225082 00081";Nanterre;"2 RUE MOZART 92110 CLICHY";1;23/12/2005
NEURONNEXION;NEUR;"409462173 00058";Amiens;"50 RUE RIOLAN 80000 AMIENS";0;12/10/2007
"New way consulting SARL";NWWC;;1252900L;"SIDI MAHRSI 7 LOT BEN SASSI 8000 NABEUL TUNISIE";0;27/04/2023
"Newtech interactive";NWTI;"392834172 00075";"RCS Toulouse";"3 CHEMIN DU PIGEONNIER DE CEPIERE 31100 TOULOUSE";1;21/11/2007
Nexacom;NEXA;"527797427 00038";Versailles;"29 AVENUE RENE DUGUAY TROUIN 78960 VOISINS-LE- BRETONNEUX";0;21/11/2017
Nexera;GNTL;"453006314 00109";Bobigny;"41 RUE DE DELIZY 93500 PANTIN";1;08/10/2012
"Nexis I.T.";NEIT;"882794134 00024";Carcassonne;"16 RUE BUFFON 11000 CARCASSONNE";0;24/07/2020
"Nexmo Inc.";NEMO;;"N\xb0 4837322 State of Delaware";"4TH FLOOR 217 SECOND STREET 94105 SAN FRANCISCO CA ETATS-UNIS";0;09/04/2018
Nexora;NXRA;"941056699 00015";Paris;"60 RUE FRANCOIS 1ER 75008 PARIS";1;25/02/2025
Next;NEXX;"815154885 00017";Strasbourg;"ESPACE EUROPEEN DE L ENTREPRISE 7 AVENUE DE L EUROPE 67300 SCHILTIGHEIM";0;16/02/2016
"Nfon France";NFFR;"849398011 00015";Paris;"81 RUE REAUMUR 75002 PARIS";1;15/04/2019
"NG communications";NGCO;;"0480200478 / 122928";"KWERPSEBAAN 223 B B-3071 KORTENBERG BELGIQUE";0;16/10/2019
"Nice connect";NCCT;"893084350 00022";Nice;"4 RUE DES COTEAUX 06300 NICE";0;05/12/2023
"NICE Systems UK Limited";NICE;;"03403044  au registre du Pays de Galles et d'Angleterre";"HEDGE END TOLLBAR HOUSE TOLLBAR WAY SO30 2ZP SOUTHAMPTON ROYAUME-UNI";1;23/01/2023
"NIEDERBRONN THD";NIED;"845177625 00025";Evreux;"2247 VOIE DE L OREE 27100 VAL-DE-REUIL";0;30/03/2021
"Nis group";NISG;"527798086 00015";Ch\xe2lons-en-Champagne;"1 BIS AVENUE CHARLES DE GAULLE 51510 FAGNIERES";0;06/04/2016
Nivertel;NIVE;"493716625 00022";Nevers;"7 RUE DU 13E DE LIGNE 58000 NEVERS";1;19/02/2007
NMD;NMDN;"483804886 00024";Albi;"1 RUE DE LA FILATURE 81000 ALBI";0;17/07/2019
"Noelse France";NOEL;"347719171 01160";Angers;"11 PLACE FRANCOIS MITTERRAND 49000 ANGERS";1;15/02/2022
"Noir network";NOIR;"880120126 00011";92000;"189 RUE DE SURESNES 92000 NANTERRE";1;11/04/2022
"Noir support";NRSU;"880120290 00015";Nanterre;"189 RUE DE SURESNES 92000 NANTERRE";0;12/09/2023
Nomotech;INCL;"393819636 00217";Paris;"ZA DE L ESTUAIRE 53 AVENUE DE LA PIERRE VALLEE 50220 POILLEY";1;22/03/1999
"NORA 681";NORA;;"BG205572085 \xe0 SOFIA";"43 B ALEXANDER VON HUMBOLT STR. 1113 SOFIA BULGARIE";1;29/01/2021
"Nord connect UAB";NRDC;;304231185;"KERNAVES G 88 144 LT08216 VILNIUS LITUANIE";0;20/10/2021
Nordnet;NORN;"402974489 00070";Lille;"245 BOULEVARD DE TOURNAI 59650 VILLENEUVE-D ASCQ";1;07/02/2005
"Norest services SAS";NORS;"529234072 00013";Strasbourg;"25 RUE DE LA GARE 67690 HATTEN";1;26/01/2018
"Norettes communication";NOCO;"812425593 00025";Versailles;"5 RUE DES RENATEAUX 78930 BREUIL-BOIS-ROBERT";0;03/04/2017
"Norgay SMB";ANSM;"403938665 00037";Lille;"21 AVENUE DE LA CREATIVITE 59658 VILLENEUVE-D ASCQ CEDEX";0;28/07/2014
"NOTOLA S.A.";NOTO;;"B104369 RCS Luxembourg";"127 RUE DE M\xdcHLENBACH L-2168 LUXEMBOURG";1;17/08/2011
"Nouvelle Aquitaine commercialisation";NACO;"950841171 00016";Brive;"ZI LA GANE LACHAUD 55 RUE LUCIEN DAVOUS 19140 UZERCHE";0;30/03/2023
"Nova solutions groupe";NOSG;"537825986 00012";Paris;"55 AV MARCEAU 75116 PARIS CEDEX 16";0;24/11/2021
Novacio;NOIO;"818646010 00012";Versailles;"12 BOULEVARD DE LA LIBERATION 78220 VIROFLAY";0;13/04/2016
Novadial;NODI;"449550649 00064";Toulouse;"18 AVENUE DE L?EUROPE 31520 RAMONVILLE-SAINT-AGNE";0;18/04/2011
Novalyo;NVLY;"523330082 00026";Vienne;"ZAC DES CASTORS 38150 SALAISE SUR SANNE";0;01/04/2022
"Novalyo sud";NVLS;"538485509 00029";AIX-EN-PROVENCE;"EUROPARC DE PICHAURY BAT A4 1130 AVENUE JRGG DE LA LAUZIERE 13100 AIX EN PROVENCE";0;01/04/2022
Novasys;NVSS;"539713743 00059";Brest;"440 CHEMIN D ILLIEN SERPIL 29470 PLOUGASTEL-DAOULAS";0;05/10/2022
Novative;NOVE;"792866493 00028";Nanterre;"350 CHEMIN DU PR\xc9 NEUF 38350 LA MURE";1;31/07/2017
Novead;NVEA;"479224248 00043";Tarascon;"PONT DE CRAU 285 CHEMIN DE FALET 13200 ARLES";0;09/03/2023
Novelcom;AVIR;"487610545 00039";Paris;"138 RUE D'ABOUKIR 75002 PARIS";1;02/03/2012
"NSA telecom";NSAT;"824685085 00014";Saint-Martin;"SPRING CONDORDIA-1002 RES PAPILLONS- 19 RUE DES PENICHES 97150 SAINT MARTIN";0;05/03/2018
"NTT Cloud Communications SAS";ARKA;"438568222 00071";"RCS de Paris";"32 RUE GUERSANT 75017 PARIS";0;19/06/2014
"NTT France";DIME;"401898457 00130";Cr\xe9teil;"IMMEUBLE VENISE 3 RUE SAARINEN 94150 RUNGIS";1;14/12/2016
Number118;ND3N;;Bruxelles;"523 AVENUE LOUISE 1050 BRUXELLES BELGIQUE";1;07/01/2017
"Numeric Futures Limited";NUFU;;3898638;"168 HOLLIDAY STREET B1 1TJ BIRMINGHAM ROYAUME-UNI";0;20/09/2018
"Num\xe9rique services";NUSE;"799688213 00021";Marseille;"ZONE ARTISANALE NAPOLLON 35 AVENUE DE LASCOURS 13400 AUBAGNE";0;19/02/2020
Numerisat;NUAT;"821870235 00016";Chamb\xe9ry;"BATIMENT KOALA 17 RUE LAC SAINT ANDRE 73377 LE BOURGET-DU-LAC";0;10/10/2016
"Numintec comunicaciones SL";NMCO;;"B63003636 Barcelona, Espagne";"ENTRESUELO 2 CALLE DIPUTACION 279 08009 BARCELONA ESPAGNE";0;29/03/2023
Numlog;NUML;"390937878 00036";Versailles;"9TER ROUTE DE SAINT-GERMAIN 78640 VILLIERS ST FREDERIC";0;16/01/2014
"NUWAVE Communications Limited";NUWA;;"Company number 12123821";"85 TOTTENHAM COURT ROAD W1T4TQ LONDON ROYAUME-UNI";1;10/05/2021
"Nxo France";NXFR;"811934363 00482";"RCS Nanterre";"133 BOULEVARD NATIONAL 92500 RUEIL-MALMAISON";1;09/07/2015
Nyukom;NYUK;"807880950 00017";Lille;"12 RUE DE CANNES 59000 LILLE";0;10/01/2018
"O.X telecoms";OXTL;"854031432 00016";Evreux;"5 RUE DES RHODES 27190 CONCHES EN OUCHE";0;11/02/2023
Occicom;OCCI;"798831178 00040";Albi;"RUE GEORGES CHARPAK 81290 LABRUGUIERE";1;13/01/2014
"Ocea telecom";OCTE;"792523938 00019";BORDEAUX;"1 RUE EUGENE BUHAN 33170 GRADIGNAN";0;15/11/2013
"Oda link";ODAL;901889014;MEAUX;"5 RUE PELLOUTIER 77183 CROISSY-BEABOURG";0;08/03/2023
ODC;ODCR;"394979173 00058";"BOULOGNE SUR MER";"ZAC DU MONT JOIE 65 RUE MONTJOIE 62280 SAINT MARTIN BOULOGNE";0;07/11/2017
Odena;BRIT;"431911932 00066";QUIMPER;"5 ALLEE DE L ABBE GREGOIRE 29000 QUIMPER";0;11/03/2016
Odigo;ODIG;"529038978 00092";Nanterre;"50 COURS DE L'ILE S\xc9GUIN 92100 BOULOGNE-BILLANCOURT";1;15/11/2018
Odoip;ODOP;"948199120 00015";Evry;"12 BOULEVARD LOUISE MICHEL 91000 EVRY COURCOURONNES";1;18/07/2023
Oecom;OECO;"818432718 00018";Saint-Etienne;"502 ROUTE DE SAINT HEAND 42230 SAINT-BONNET-LES-OULES";1;16/02/2016
"Oise numerique";ONUM;"802812453 00040";Bobigny;"124 BOULEVARD DE VERDUN 92400 COURBEVOIE";0;16/06/2014
"Ok Deal Consulting";OKDC;;"UIC 206150037";"48 VITOSHA BLVD 1000 SOFIA BULGARIE";0;24/01/2023
Oksio;OKSO;"751559592 00033";Sens;"CHARNY 1 ALLEE DE LA PLAINE 89120 CHARNY OREE DE PUISAYE";0;11/01/2023
Oleasys;OLEA;"903142370 00019";Evreux;"10 RUE CLOS DE LA CHATAIGNERAIE 27120 HOULBEC-COCHEREL";0;22/09/2021
Olldial;OLLD;"489678599 00023";Toulouse;"13 RUE DES FAUVETTES 31320 CASTANET-TOLOSANE";0;05/10/2021
"Olonne telecom";OLNN;"513006700 00019";"La Roche-sur-Yon";"RESIDENCE DU PONTREAU 87 RUE DE LA MARCELLIERE 85180 LES SABLES D'OLONNE";0;28/10/2022
Omfitel;omfi;"823212816 00016";Aix-en-Provence;"ZI LA COLLINE SUD 1 ALLEE THOMAS EDISON 13500 MARTIGUES BOUCHES DU RHONE";0;15/12/2016
"OMR infogerance";OMRI;"509460770 00019";Nantes;"AVENUE JULES VERNE 44230 SAINT-SEBASTIEN-SUR-LOIRE";0;26/02/2019
Ondes;ONDE;"444245815 00048";Marseille;"54 RUE SAINTE VICTOIRE 13006 MARSEILLE";0;26/07/2019
"One bureautique";ONEB;"824648331 00018";Caen;"133  COURS CAFFARELLI 14120 MONDEVILLE";0;26/05/2020
"One computer services";ONCS;"479798373 00011";Marseille;"51 AVENUE DE TOULON 13006 MARSEILLE";0;19/12/2023
"One op\xe9rateur";ONOP;"509658209 00044";Rouen;"595 AVENUE DU MARECHAL JUIN 76230 BOIS GUILLAUME";1;31/12/2013
"Onecentral BV";ONCN;;"24419023, Rotterdam, Pays-Bas";"CAPELLALAAN 125 2132JM HOOFDDORP PAYS-BAS";1;10/11/2022
Onecom;ONEC;"952458727 00015";Meaux;"8 ALLEE DES PALOMBES 77185 LOGNES";0;18/07/2023
"ONECOM LIMITED";ONCO;;"04031272 FAREHMAN, HAMPSHIRE, UK";"WHITELEY 4400 ONECOM HOUSE PO15 7FJ FAREHAM ROYAUME-UNI";0;03/03/2025
"ONECT Ltd";VPSL;;C76352;"PYKETREE BUSINESS CENTRE - SUITE 3 INDUSTRY STREET - ZONE 5 CBD5030 ST VENERA MALTE";1;11/07/2016
Onedirect;ODRT;"421715731 00020";Perpignan;"58 AVENUE DE RIVESALTES BP 4 66240 SAINT ESTEVE";0;05/01/2015
OneTwo;ONTW;"813500758 00012";Pontoise;"19 RUE PAUL LORILLON 95440 ECOUEN";0;09/10/2017
"ONILLON Florent";ONIL;"539158881 00026";Nantes;"ROUTE DE BAIN DE BRETAGNE POLE D'ACTIVITES DE BERE 44110 CHATEAUBRIANT";0;01/07/2021
"Onoff telecom";ONOF;"799270160 00010";Paris;"26 BOULEVARD DE BONNE NOUVELLE 75010 PARIS";1;24/03/2015
"ONVOY Communications Limited";ONCL;;"Certificat d'incorporation N\xb0 656282";"2 RIVERSIDE ONE SIR J ROGERSONS QUAY D02 X576 DUBLIN IRLANDE";1;14/12/2020
"Ooma Inc.";OOMI;;"C2642676 Delaware, Etats-Unis";"SUITE 200 525 ALMANOR AVENUE CA 94085 SUNNYVALE ETATS-UNIS";1;15/01/2021
"Ooma international Ltd";OOMA;"838 435 816 00015";"106147778 Registered in England and Wales";"9TH FLOOR 107 CHEAPSIDE EC2V 6DN LONDRES ROYAUME-UNI";0;23/03/2017
"Ooma Ireland Limited";OOME;;"Dublin, Reg. Number 687685";"70 SIR JOHN ROGERSONS QUAY DUBLIN 2 DUBLIN IRLANDE";0;24/10/2022
"OpenS SPRL";OPNS;;"BE 0821.802.905";"RUE LANDUYT 89 B1440 BRAINE-LE-CHATEAU BELGIQUE";0;05/11/2018
Operators;OPOS;"850690678 00014";Paris;"118 AVENUE JEAN JAURES 75019 PARIS";0;16/01/2020
Ophony;OPHO;"804051944 00010";Nanterre;"5 AVENUE DE STALINGRAD 92220 BAGNEUX";1;02/01/2023
"OPS Telecom";OPST;"523941391 00014";Ch\xe2lons-en-Champagne;"75 ROUTE DE LOUVOIS 51520 SAINT MARTIN SUR LE PRE";1;30/01/2012
Opteam'ip;OPIP;"843909607 00015";Brive;"9 AVENUE DE LA LIBERATION 19360 MALEMORT";0;14/02/2019
Optelo;OPLO;"488967878 00049";PARIS;"5 RUE DE LA TERRASSE 75017 PARIS";1;02/03/2021
Optico;OPTC;"824666531 00028";Marseille;"180 AVENUE DU PRADO 13008 MARSEILLE";1;01/12/2020
OPTILIAN;OPLI;"480236553 00016";Paris;"36 RUE SCHEFFER 75116 PARIS";0;12/08/2009
Optima72;OP72;"752999235 00027";"Basse Terre";"29A LES JARDINS DE HOUELBOURG 43 BD DU MARQUISAT DE HOUELBOURG 97122 BAIE MAHAULT";1;13/05/2014
Optimicom;OPMI;"801427436 00028";"Le Havre";"9 QUAI GEORGE V 76600 LE HAVRE";0;06/10/2017
"Optimiz network";OPNK;"898451760 00018";"SAINT-ETIENNE B 898 451 760";"20 RUE PROFESSEUR BENOIT LAURAS 42000 SAINT-ETIENNE";0;27/01/2022
"Optimum telecom";OPEC;"812349462 00018";Paris;"38 RUE SERVAN 75011 PARIS";0;22/03/2019
"Optimus telecom";OPCM;"834044778 00027";Paris;"42 RUE DE MAUBEUGE 75009 PARIS";1;03/04/2018
"Options telecom";OPOM;"442133567 00077";Dijon;"2 RUE RENE CHAR 21000 DIJON";1;06/06/2017
"Or tel";OREL;"840284574 00042";Bobigny;"82 AVENUE PASTEUR 93260 LES LILAS";0;14/06/2018
Orange;FRTE;"380129866 48625";Paris;"111 QUAI DU PRESIDENT ROOSEVELT CS 70222 92449 ISSY-LES-MOULINEAUX CEDEX";1;12/03/1998
"Orange business services";ORBS;"345039416 00085";Bobigny;"1 PLACE DES DROITS DE L HOMME 93210 SAINT-DENIS LA PLAINE";1;18/12/2018
"Orange concessions";ORCO;"827475864 00050";Paris;"6 PLACE D ALLERAY 75015 PARIS";0;25/11/2022
"Ordinateur personnel plus";OPPL;"339505521 00049";Bayonne;"9 AVENUE LOUIS BARTHOU 64200 BIARRITZ";0;12/07/2021
"ORG INFOR";ORGI;"392899159 00017";"Chalon sur Sa\xf4ne";"TOUR VISION 2000 1 RUE DEWET BP 596 71324 CHALON SUR SAONE CEDEX";0;03/04/2008
"Orne THD";OTHD;"814444824 00019";Metz;"3 RUE DE LA MARNE 57120 ROMBAS";1;22/09/2016
Osimatic;OSIM;"352987861 00023";Versailles;"10 RUE DES GAUDINES 78100 SAINT-GERMAIN-EN-LAYE";1;10/09/2018
